code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,topiclouvain,GTcore
CN104541293B,293,Framework for client cloud behavior analyzer ,2018-02-06,"['US10104107B2', 'JP6630276B2', 'US10740358B2', 'US10140441B2', 'EP2447809B1', 'US20140123289A1', 'US10893055B2', 'CN107077551B', 'CN104348829B', 'US9152787B2', 'US9607146B2', 'JP6227666B2', 'JP6732317B2', 'US10803408B2', 'US20170227995A1', 'US9213831B2', 'EP2801049B1', 'US9613476B2', 'EP3271860B1', 'US9448859B2', 'US9781106B1']","
For generating method, system and the equipment of data model in client cloud communication system, it can be included using machine learning techniques to generate the sorter model of the first family of the cloud corpus of description behavior vector.These vectors can be analyzed, to identify there is highest possibility mobile device is fatefully determined that mobile device behavior is malice or benign factor in the sorter model of the first family.Based on the analysis, based on identified factor, the sorter model of second family can be generated, the factor significantly reduced and data point are identified as with enabling the mobile device fatefully to determine that the mobile device behavior is malice or benign relevant by the sorter model of the second family.Can the sorter model based on the second family generate mobile device classifier modules, and make it can be used for being downloaded by mobile device, including to equipment that behavior vector contributes.
",G06,2018,"
for generating method system and the equipment of data model in client cloud communication system it can be included using machine learning techniques to generate the sorter model of the first family of the cloud corpus of description behavior vectorthese vectors can be analyzed to identify there is highest possibility mobile device is fatefully determined that mobile device behavior is malice or benign factor in the sorter model of the first familybased on the analysis based on identified factor the sorter model of second family can be generated the factor significantly reduced and data point are identified as with enabling the mobile device fatefully to determine that the mobile device behavior is malice or benign relevant by the sorter model of the second familycan the sorter model based on the second family generate mobile device classifier modules and make it can be used for being downloaded by mobile device including to equipment that behavior vector contributes
",0,G06_0,2,5.0,5.0,5.0
US9721212B2,367,Efficient on-device binary analysis for auto-generated behavioral models ,2017-08-01,"['US20170250994A1', 'US9104864B2', 'CN104303538B', 'US20190363893A1', 'US20180027006A1', 'US9998484B1', 'US9213729B2', 'US9781143B1', 'CN105830080B', 'US9330257B2', 'CN106133642B', 'JP2015153428A', 'KR20170015129A', 'CN106716382B', 'US20190068627A1', 'JP2020510926A', 'US8688601B2', 'KR102057565B1', 'US10762206B2', 'US10783254B2', 'US9756066B2', 'US10742676B2']","
Various aspects provide methods implemented by at least one processor executing on a mobile communication device to efficiently identify, classify, model, prevent, and/or correct the non-benign (e.g., performance degrading) conditions and/or behaviors that are related to an application operating on the device. Specifically, in various aspects, the mobile computing device may derive or extract application-specific features by performing a binary analysis of an application and may determine the application's category (e.g., a games, entertainment, or news category) based on the application-specific features. The mobile computing device may also obtain a classifier model associated with the application's category that includes various conditions, features, behaviors and corrective actions that may be used to quickly identify and correct non-benign behaviors (e.g., undesirable, malicious, and/or performance-degrading behaviors) occurring on the mobile computing device that are related to the application.
",G06,2017,"
various aspects provide methods implemented by at least one processor executing on a mobile communication device to efficiently identify classify model prevent and/or correct the non-benign (eg performance degrading) conditions and/or behaviors that are related to an application operating on the device specifically in various aspects the mobile computing device may derive or extract application-specific features by performing a binary analysis of an application and may determine the application's category (eg a games entertainment or news category) based on the application-specific features the mobile computing device may also obtain a classifier model associated with the application's category that includes various conditions features behaviors and corrective actions that may be used to quickly identify and correct non-benign behaviors (eg undesirable malicious and/or performance-degrading behaviors) occurring on the mobile computing device that are related to the application
",0,G06_0,2,5.0,5.0,5.0
CN110119621B,375,"Attack defense method, system and defense device for abnormal system call ",2020-08-21,"['US10356107B1', 'US9563843B2', 'KR101826865B1', 'US10104107B2', 'CN104303538B', 'AU2017254815B2', 'US10248910B2', 'US10089582B2', 'US20160055335A1', 'US9043905B1', 'US20170024660A1', 'US20140279762A1', 'US9324034B2', 'KR101848576B1', 'US20160078362A1', 'US9774614B2', 'US9721212B2', 'US9910984B2', 'US20170046510A1', 'US20160078347A1', 'US20140187177A1']","
The invention relates to an attack defense method, a system and a defense device for abnormal system call, wherein the attack defense method comprises the following steps: when detecting that a program is executed, acquiring a system calling sequence from an operating system, and returning the system calling sequence to a server side; performing feature coding on the system calling sequence through a second encoder to obtain a corresponding second feature vector set, wherein the second encoder is constructed according to coding parameters of a first encoder in a self-coding and decoding module transmitted from a server; and comparing the second feature vectors in the feature space through a regression equation, and determining whether the system call sequence is normal system call according to the comparison result, wherein the regression equation is obtained by the server side performing regression equation operation on the first feature vector set and is transmitted. By implementing the technical scheme of the invention, the detection effectiveness of unseen malicious software can be effectively improved, and the operation resources can be effectively distributed and the hardware overhead cost can be reduced.
",G06,2020,"
the invention relates to an attack defense method a system and a defense device for abnormal system call wherein the attack defense method comprises the following steps: when detecting that a program is executed acquiring a system calling sequence from an operating system and returning the system calling sequence to a server side; performing feature coding on the system calling sequence through a second encoder to obtain a corresponding second feature vector set wherein the second encoder is constructed according to coding parameters of a first encoder in a self-coding and decoding module transmitted from a server; and comparing the second feature vectors in the feature space through a regression equation and determining whether the system call sequence is normal system call according to the comparison result wherein the regression equation is obtained by the server side performing regression equation operation on the first feature vector set and is transmitted by implementing the technical scheme of the invention the detection effectiveness of unseen malicious software can be effectively improved and the operation resources can be effectively distributed and the hardware overhead cost can be reduced
",0,G06_0,2,5.0,5.0,5.0
US9324034B2,380,On-device real-time behavior analyzer ,2016-04-26,"['US20180167402A1', 'CN105830081B', 'US9369476B2', 'US10045218B1', 'KR20140137003A', 'US9672355B2', 'CN104541293B', 'US20190245876A1', 'US10419458B2', 'EP2908495A1', 'KR101837923B1', 'US10728270B2', 'KR101626243B1', 'US9756066B2', 'US10742676B2', 'JP6050560B1']","
Methods, systems and devices for generating data models in a communication system may include applying machine learning techniques to generate a first family of classifier models using a boosted decision tree to describe a corpus of behavior vectors. Such behavior vectors may be used to compute a weight value for one or more nodes of the boosted decision tree. Classifier models factors having a high probably of determining whether a mobile device behavior is benign or not benign based on the computed weight values may be identified. Computing weight values for boosted decision tree nodes may include computing an exclusive answer ratio for generated boosted decision tree nodes. The identified factors may be applied to the corpus of behavior vectors to generate a second family of classifier models identifying fewer factors and data points relevant for enabling the mobile device to determine whether a behavior is benign or not benign.
",G06,2016,"
methods systems and devices for generating data models in a communication system may include applying machine learning techniques to generate a first family of classifier models using a boosted decision tree to describe a corpus of behavior vectors such behavior vectors may be used to compute a weight value for one or more nodes of the boosted decision tree classifier models factors having a high probably of determining whether a mobile device behavior is benign or not benign based on the computed weight values may be identified computing weight values for boosted decision tree nodes may include computing an exclusive answer ratio for generated boosted decision tree nodes the identified factors may be applied to the corpus of behavior vectors to generate a second family of classifier models identifying fewer factors and data points relevant for enabling the mobile device to determine whether a behavior is benign or not benign
",0,G06_0,2,5.0,5.0,5.0
US20170046510A1,382,Methods and Systems of Building Classifier Models in Computing Devices ,2017-02-16,"['EP3080741A2', 'AU2016204068B2', 'US9779236B2', 'CN105590055B', 'KR20170015129A', 'JP2020510926A', 'US9369476B2', 'KR102057565B1', 'CN104541293B', 'US9742559B2', 'US10122747B2', 'US10419458B2', 'KR101626243B1', 'US9756066B2', 'CN106133642B', 'CN106716382B', 'US9753796B2', 'US20190068627A1']","
Methods, and computing devices implementing the methods, use application-based classifier models to improve the efficiency and performance of a comprehensive behavioral monitoring and analysis system predicting whether a software application is causing undesirable or performance depredating behavior. The application-based classifier models may include a reduced and more focused subset of the decision nodes that are included in a full or more complete classifier model that may be received or generated in the computing device. The application groups may be represented by application groups formed of computing device applications sharing related features, and may be generated using one or more clustering algorithms. Lean classifier models may be generated for each of the application group and may incorporate historical user input regarding execution permissions for features of applications within an application group.
",G06,2017,"
methods and computing devices implementing the methods use application-based classifier models to improve the efficiency and performance of a comprehensive behavioral monitoring and analysis system predicting whether a software application is causing undesirable or performance depredating behavior the application-based classifier models may include a reduced and more focused subset of the decision nodes that are included in a full or more complete classifier model that may be received or generated in the computing device the application groups may be represented by application groups formed of computing device applications sharing related features and may be generated using one or more clustering algorithms lean classifier models may be generated for each of the application group and may incorporate historical user input regarding execution permissions for features of applications within an application group
",0,G06_0,2,5.0,5.0,5.0
US9438620B2,406,Control flow graph representation and classification ,2016-09-06,"['US9147072B2', 'US10140451B2', 'EP3404948B1', 'US10176321B2', 'US10104107B2', 'US20200137097A1', 'US9686023B2', 'US10831893B2', 'US10762206B2', 'EP3191960B1', 'US10834124B2', 'US10121000B1', 'US9607146B2', 'US9189624B2', 'US10248910B2', 'US9756066B2', 'US9774614B2', 'US20190297096A1']","
A software sample is identified that includes code and a control flow graph is generated for each of a plurality of functions included in the sample. Features are identified in each of the functions that correspond to instances of a set of control flow fragment types. A feature set is generated for the sample from the identified features.
",H04,2016,"
a software sample is identified that includes code and a control flow graph is generated for each of a plurality of functions included in the sample features are identified in each of the functions that correspond to instances of a set of control flow fragment types a feature set is generated for the sample from the identified features
",0,H04_0,2,5.0,95.0,5.0
US10783254B2,669,Systems and methods for risk rating framework for mobile applications ,2020-09-22,"['US10148667B2', 'US20190245894A1', 'US10114950B2', 'US9411965B2', 'US9686023B2', 'US9721212B2', 'US10762206B2', 'JP6014286B2', 'US20190311134A1', 'US9357397B2', 'EP2756437B1', 'US20190363893A1', 'US9621570B2', 'US9158604B1', 'US9753796B2', 'US10742676B2', 'US9596257B2', 'US20180041537A1']","
Systems, methods and computer readable medium for training a risk rating system for assessing a risk of a mobile application are disclosed. One or more features representing operational characteristics of mobile applications and malware are extracted. A first learning classifier and a second learning classifier are trained using the extracted features. A machine learning risk rating model is generated, based on the combination of the first learning classifier and the second learning classifier to calculate a risk rating based on the features and a correlation of the features. Systems, methods, and computer readable medium for assessing a risk for a mobile application are also disclosed. One or more features of a mobile application are extracted. A learning classifier is applied to the extracted features. A risk rating is determined based on the result of the classifier.
",G06,2020,"
systems methods and computer readable medium for training a risk rating system for assessing a risk of a mobile application are disclosed one or more features representing operational characteristics of mobile applications and malware are extracted a first learning classifier and a second learning classifier are trained using the extracted features a machine learning risk rating model is generated based on the combination of the first learning classifier and the second learning classifier to calculate a risk rating based on the features and a correlation of the features systems methods and computer readable medium for assessing a risk for a mobile application are also disclosed one or more features of a mobile application are extracted a learning classifier is applied to the extracted features a risk rating is determined based on the result of the classifier
",0,G06_0,2,5.0,5.0,5.0
US10045218B1,693,Anomaly detection in streaming telephone network data ,2018-08-07,"['US9774614B2', 'US20180025157A1', 'JP2015153428A', 'EP3731166A1', 'US10367841B2', 'WO2016182668A1', 'EP2945091B1', 'US8560471B2', 'US9910984B2', 'US20200304522A1', 'US9838403B2', 'US9324034B2', 'US9357397B2', 'US10742676B2', 'US9652362B2']","
In one example, a method includes receiving a feature vector that characterizes a call history for a telephone network subscriber, wherein the feature vector comprises respective categorical values for one or more categorical features and respective continuous values for one or more continuous features, and applying, to the categorical values, a first algorithm to determine a categorical score for the feature vector. The example method further includes applying, to the continuous values, an isolation forest algorithm to determine a continuous score for the feature vector, and outputting, in response to determining at least one of the categorical score for the feature vector and the continuous score for the feature vector indicate the feature vector is anomalous, an indication that the feature vector is anomalous.
",H04,2018,"
in one example a method includes receiving a feature vector that characterizes a call history for a telephone network subscriber wherein the feature vector comprises respective categorical values for one or more categorical features and respective continuous values for one or more continuous features and applying to the categorical values a first algorithm to determine a categorical score for the feature vector the example method further includes applying to the continuous values an isolation forest algorithm to determine a continuous score for the feature vector and outputting in response to determining at least one of the categorical score for the feature vector and the continuous score for the feature vector indicate the feature vector is anomalous an indication that the feature vector is anomalous
",0,H04_0,2,5.0,5.0,5.0
US9753796B2,698,"Distributed monitoring, evaluation, and response for multiple devices ",2017-09-05,"['US20190245894A1', 'US9344431B2', 'US9852292B2', 'US10482260B1', 'US10104107B2', 'US9411955B2', 'US20190392174A1', 'US10516682B2', 'US10516531B2', 'JP6227666B2', 'US10348771B2', 'US9609456B2', 'US10382459B2', 'US20180041537A1', 'JP2016181265A', 'US10063654B2', 'US10558800B2', 'EP3262815B1', 'US10348759B2', 'US9582668B2', 'US10657277B2', 'US9756066B2']","
Data is collected from a set of devices. The data is associated with the devices, mobile application programs (apps), web applications, users, or combinations of these. A norm is established using the collected data. The norm is compared with data collected from a particular device. If there is a deviation outside of a threshold deviation between the norm and the data collected from the particular device, a response is initiated.
",G06,2017,"
data is collected from a set of devices the data is associated with the devices mobile application programs (apps) web applications users or combinations of these a norm is established using the collected data the norm is compared with data collected from a particular device if there is a deviation outside of a threshold deviation between the norm and the data collected from the particular device a response is initiated
",0,G06_0,2,9.0,5.0,5.0
US10742676B2,699,Distributed monitoring and evaluation of multiple devices ,2020-08-11,"['US20190245894A1', 'US9344431B2', 'US9852292B2', 'US10482260B1', 'US10104107B2', 'US20190392174A1', 'US20190363893A1', 'US10516682B2', 'US20200322372A1', 'US10516531B2', 'JP6227666B2', 'US9330257B2', 'US10348771B2', 'US10382459B2', 'US20180041537A1', 'US10063654B2', 'US10558800B2', 'EP3262815B1', 'US10348759B2', 'US10509911B2', 'US10657277B2', 'US10817602B2', 'US20190349377A1', 'US9756066B2']","
Data is collected from a set of devices according to a data collection policy. The data is associated with device configuration, device state, or device behavior. A norm is established using the collected data. A different data collection policy is established based on the norm. Data is collected from a particular device according to the different data collection policy. The norm is compared to the data collected from the particular device. If there is a deviation outside of a threshold deviation between the norm and the data collected from the particular device, a message is transmitted to an administrator.
",H04,2020,"
data is collected from a set of devices according to a data collection policy the data is associated with device configuration device state or device behavior a norm is established using the collected data a different data collection policy is established based on the norm data is collected from a particular device according to the different data collection policy the norm is compared to the data collected from the particular device if there is a deviation outside of a threshold deviation between the norm and the data collected from the particular device a message is transmitted to an administrator
",0,H04_0,2,9.0,5.0,5.0
